City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Mumbai,2019-05-20,12.04,58.33,31.5,16.87,48.37,7.21,1.65,17.63,22.67,0.19,3.75,84.0,Satisfactory
Mumbai,2019-05-21,14.62,69.48,25.94,14.59,39.98,7.21,1.79,11.05,15.14,0.19,3.75,92.0,Satisfactory
Mumbai,2019-05-22,11.08,45.31,20.11,12.09,32.21,7.21,1.75,10.84,14.77,0.13,3.75,89.0,Satisfactory
Mumbai,2019-05-23,25.61,55.67,37.17,13.9,51.08,7.21,1.78,11.83,17.17,0.17,3.75,93.0,Satisfactory
Mumbai,2019-05-24,16.84,79.74,32.58,12.8,45.39,7.21,1.69,10.96,14.79,0.18,3.75,90.0,Satisfactory
Mumbai,2019-05-25,14.03,60.49,25.71,10.11,35.83,7.21,1.41,12.41,26.22,0.11,3.75,75.0,Satisfactory
Mumbai,2019-05-26,17.07,76.72,28.86,9.62,38.49,7.21,1.36,15.93,23.81,0.16,3.75,71.0,Satisfactory
Mumbai,2019-05-27,18.11,86.81,29.58,9.78,39.36,7.21,1.45,14.91,23.04,0.14,3.75,86.0,Satisfactory
Mumbai,2019-05-28,16.57,72.77,30.56,9.8,40.36,7.21,1.76,11.23,19.96,0.16,3.75,90.0,Satisfactory
Mumbai,2019-05-29,14.93,60.16,25.94,9.83,35.78,7.21,1.7,11.33,26.66,0.92,3.75,91.0,Satisfactory
Mumbai,2019-05-30,12.88,48.56,26.93,9.69,36.62,7.21,1.39,11.02,19.95,0.28,3.75,73.0,Satisfactory
Mumbai,2019-05-31,13.92,48.68,31.28,11.04,42.32,7.21,1.45,13.74,31.89,0.23,3.75,76.0,Satisfactory
Mumbai,2019-06-01,12.38,45.97,32.6,14.13,46.54,7.21,1.58,16.05,24.38,0.23,3.75,81.0,Satisfactory
Mumbai,2019-06-02,12.49,43.71,32.2,13.65,45.85,7.21,1.6,16.32,24.89,0.24,3.75,81.0,Satisfactory
Mumbai,2019-06-03,16.91,45.9,26.45,11.69,38.15,7.21,1.29,13.11,24.56,0.23,3.75,81.0,Satisfactory
Mumbai,2019-06-04,14.51,49.54,16.3,7.05,23.25,7.47,0.68,7.54,18.91,0.92,3.75,66.0,Satisfactory
Mumbai,2019-06-05,16.41,53.63,12.61,6.38,18.98,8.87,0.63,9.08,17.04,0.62,3.75,64.0,Satisfactory
Mumbai,2019-06-06,12.41,57.2,17.28,8.5,25.75,10.61,0.58,9.9,18.84,1.16,3.75,65.0,Satisfactory
Mumbai,2019-06-07,12.86,65.7,23.87,11.45,35.29,11.13,0.5,10.37,17.37,1.88,3.75,72.0,Satisfactory
Mumbai,2019-06-08,14.42,77.47,25.34,11.93,36.46,9.55,0.52,8.74,18.69,1.77,3.75,77.0,Satisfactory
Mumbai,2019-06-09,16.3,85.38,27.75,11.54,38.53,8.39,0.55,9.59,15.94,1.71,3.75,86.0,Satisfactory
Mumbai,2019-06-10,18.41,75.69,27.33,20.97,48.3,16.2,0.68,9.76,22.76,2.26,3.75,87.0,Satisfactory
Mumbai,2019-06-11,18.13,50.39,22.23,28.04,50.27,18.1,0.7,9.34,30.22,3.18,3.75,90.0,Satisfactory
Mumbai,2019-06-12,15.48,46.88,25.57,19.26,44.77,17.14,0.63,9.46,20.67,2.3,3.75,71.0,Satisfactory
Mumbai,2019-06-13,13.64,57.28,21.6,15.52,36.51,15.49,0.53,8.57,21.85,1.31,3.75,61.0,Satisfactory
Mumbai,2019-06-14,15.87,56.1,23.48,13.6,36.99,14.05,0.53,9.5,13.58,2.08,3.75,69.0,Satisfactory
Mumbai,2019-06-15,13.97,48.22,23.56,14.4,37.27,13.96,0.51,10.38,12.83,2.05,3.75,62.0,Satisfactory
Mumbai,2019-06-16,11.64,55.6,17.38,9.91,26.09,10.25,0.33,9.73,14.62,0.97,3.75,58.0,Satisfactory
Mumbai,2019-06-17,12.33,59.29,17.32,9.55,26.02,9.36,0.44,10.37,14.3,0.98,3.75,60.0,Satisfactory
Mumbai,2019-06-18,14.3,52.99,17.55,11.91,29.1,8.75,0.51,10.39,14.79,1.09,3.75,65.0,Satisfactory
Mumbai,2019-06-19,14.45,56.82,22.59,13.23,34.57,9.6,0.53,10.8,12.38,1.69,3.75,61.0,Satisfactory
Mumbai,2019-06-20,15.98,82.29,27.03,11.25,35.37,8.91,0.48,10.9,13.0,1.41,3.75,80.0,Satisfactory
Mumbai,2019-06-21,16.49,78.83,26.62,11.72,35.38,9.47,0.46,11.22,12.15,1.78,3.75,82.0,Satisfactory
Mumbai,2019-06-22,19.33,88.55,25.32,13.33,35.7,10.41,0.46,11.19,13.26,1.71,3.75,84.0,Satisfactory
Mumbai,2019-06-23,18.81,88.85,22.83,13.27,33.94,9.22,0.43,11.77,13.74,1.32,3.75,90.0,Satisfactory
Mumbai,2019-06-24,20.36,80.85,20.8,15.53,36.33,8.51,0.54,12.04,13.16,1.69,3.75,92.0,Satisfactory
Mumbai,2019-06-25,17.72,53.76,30.17,14.17,44.24,12.19,0.52,11.48,14.9,3.62,3.75,71.0,Satisfactory
Mumbai,2019-06-26,15.04,49.61,27.65,13.16,40.77,12.07,0.47,11.63,13.43,2.06,3.75,63.0,Satisfactory
Mumbai,2019-06-27,10.52,31.79,29.74,14.18,43.92,12.66,0.51,10.94,13.41,3.15,3.75,60.0,Satisfactory
Mumbai,2019-06-28,7.2,31.49,21.04,11.4,32.43,8.71,0.44,9.39,16.47,1.49,3.75,59.0,Satisfactory
Mumbai,2019-06-29,10.31,34.34,19.59,15.26,34.84,7.86,0.49,9.21,19.59,1.46,3.75,63.0,Satisfactory
Mumbai,2019-06-30,11.91,39.11,22.59,15.23,35.8,7.93,0.53,9.42,14.72,1.76,3.75,59.0,Satisfactory
Mumbai,2019-07-01,8.73,24.69,21.26,17.34,38.51,7.62,0.55,11.08,17.01,1.5,3.75,59.0,Satisfactory
Mumbai,2019-07-02,9.86,21.58,27.78,19.56,47.34,11.71,0.59,12.53,14.59,1.72,3.75,61.0,Satisfactory
Mumbai,2019-07-03,13.44,31.61,37.74,17.27,54.8,12.88,0.62,13.27,12.88,4.07,3.75,67.0,Satisfactory
Mumbai,2019-07-04,16.28,43.96,44.97,14.32,58.4,10.29,0.72,12.93,12.16,2.91,3.75,68.0,Satisfactory
Mumbai,2019-07-05,13.97,53.1,31.89,13.72,44.87,11.0,0.57,12.61,12.64,2.19,3.75,84.0,Satisfactory
Mumbai,2019-07-06,10.48,46.43,20.99,11.91,30.74,7.73,0.42,11.13,14.05,1.11,3.75,57.0,Satisfactory
Mumbai,2019-07-07,17.65,82.39,20.06,9.3,29.25,5.74,0.42,11.35,15.25,1.69,3.75,76.0,Satisfactory
Mumbai,2019-07-08,9.78,54.07,22.01,12.64,34.24,6.49,0.44,11.47,14.2,2.13,3.75,84.0,Satisfactory
Mumbai,2019-07-09,10.49,45.85,18.6,10.51,28.55,6.16,0.41,10.75,14.75,1.09,3.75,61.0,Satisfactory
Mumbai,2019-07-10,8.69,28.14,25.96,12.99,38.82,6.27,0.47,9.36,12.85,1.9,3.75,59.0,Satisfactory
Mumbai,2019-07-11,11.0,49.5,28.42,10.58,37.52,8.24,0.41,7.28,12.22,2.11,3.75,67.0,Satisfactory
Mumbai,2019-07-12,11.6,48.04,24.42,11.89,35.3,6.75,0.44,7.21,13.87,2.13,3.75,72.0,Satisfactory
Mumbai,2019-07-13,11.06,44.93,25.43,11.47,36.87,5.61,0.44,7.38,11.65,1.71,3.75,63.0,Satisfactory
Mumbai,2019-07-14,9.18,43.54,26.83,9.99,36.79,5.43,0.44,8.0,13.45,1.74,3.75,65.0,Satisfactory
Mumbai,2019-07-15,10.76,57.0,22.66,9.99,32.65,6.57,0.43,8.18,13.18,1.88,3.75,66.0,Satisfactory
Mumbai,2019-07-16,11.46,51.18,28.27,9.44,37.71,7.03,0.45,8.32,11.87,1.63,3.75,66.0,Satisfactory
Mumbai,2019-07-17,14.55,59.21,27.74,9.47,37.14,11.05,0.49,8.6,12.26,2.68,3.75,69.0,Satisfactory
Mumbai,2019-07-18,14.07,62.65,24.18,11.3,35.47,14.42,0.46,9.19,12.41,1.95,3.75,70.0,Satisfactory
Mumbai,2019-07-19,18.79,78.75,28.95,13.24,42.14,17.49,0.51,10.0,12.25,2.08,3.75,77.0,Satisfactory
Mumbai,2019-07-20,18.67,57.53,32.17,16.96,49.09,17.58,0.62,9.35,12.88,2.7,3.75,78.0,Satisfactory
Mumbai,2019-07-21,22.6,48.5,33.18,19.66,52.83,16.54,0.71,9.54,16.46,2.69,3.75,79.0,Satisfactory
Mumbai,2019-07-22,11.58,32.14,21.45,16.13,37.5,16.04,0.55,8.73,17.35,2.18,3.75,64.0,Satisfactory
Mumbai,2019-07-23,7.33,25.93,22.41,15.21,37.59,14.29,0.4,8.17,15.68,2.67,3.75,55.0,Satisfactory
Mumbai,2019-07-24,7.93,22.05,22.44,13.77,36.2,13.52,0.28,7.67,15.25,2.83,3.75,51.0,Satisfactory
Mumbai,2019-07-25,14.23,42.48,26.43,13.12,39.55,13.69,0.31,8.02,14.15,3.44,3.75,56.0,Satisfactory
Mumbai,2019-07-26,11.83,41.53,21.56,10.47,32.01,12.09,0.27,8.06,14.63,3.58,3.75,59.0,Satisfactory
Mumbai,2019-07-27,11.84,43.68,17.04,10.49,26.48,10.02,0.43,7.62,17.47,2.08,3.75,56.0,Satisfactory
Mumbai,2019-07-28,14.16,53.66,17.06,9.9,25.59,9.87,0.46,8.41,16.94,2.15,3.75,61.0,Satisfactory
Mumbai,2019-07-29,12.93,47.19,17.86,10.8,27.06,13.77,0.51,8.57,13.16,1.92,3.75,65.0,Satisfactory
Mumbai,2019-07-30,10.37,32.95,23.37,12.72,33.95,15.65,0.46,7.7,15.39,1.87,3.75,58.0,Satisfactory
Mumbai,2019-07-31,9.25,33.22,18.95,11.75,30.2,18.33,0.46,7.75,14.5,2.33,3.75,56.0,Satisfactory
Mumbai,2019-08-01,9.44,38.95,18.22,10.59,27.45,16.59,0.43,7.93,14.61,2.14,3.75,58.0,Satisfactory
Mumbai,2019-08-02,7.97,29.55,18.23,9.89,27.33,16.34,0.4,8.6,13.84,1.8,3.75,56.0,Satisfactory
Mumbai,2019-08-03,8.06,23.05,16.04,8.7,24.19,15.24,0.39,10.29,13.76,1.73,3.75,49.0,Good
Mumbai,2019-08-04,10.3,35.88,15.93,7.87,23.05,12.79,0.4,10.12,13.98,1.45,3.75,48.0,Good
Mumbai,2019-08-05,11.9,41.42,18.87,9.02,26.81,12.44,0.42,10.04,12.85,1.58,3.75,56.0,Satisfactory
Mumbai,2019-08-06,10.6,41.04,23.34,9.73,31.87,12.25,0.44,9.83,11.1,1.54,3.75,59.0,Satisfactory
Mumbai,2019-08-07,12.73,51.39,24.49,9.14,32.45,11.54,0.43,9.37,12.52,1.17,3.75,60.0,Satisfactory
Mumbai,2019-08-08,18.67,72.32,23.89,9.7,32.84,11.17,0.44,9.46,12.52,1.19,3.75,69.0,Satisfactory
Mumbai,2019-08-09,18.48,66.95,19.78,8.54,28.11,10.95,0.43,9.26,11.43,1.38,3.75,74.0,Satisfactory
Mumbai,2019-08-10,18.71,76.53,18.0,7.54,23.54,9.67,0.41,9.13,12.07,2.46,3.75,78.0,Satisfactory
Mumbai,2019-08-11,15.56,62.75,19.14,7.74,25.2,8.21,0.43,8.71,12.19,1.31,3.75,72.0,Satisfactory
Mumbai,2019-08-12,12.73,56.76,20.93,7.92,28.39,8.78,0.45,7.44,11.54,1.33,3.75,66.0,Satisfactory
Mumbai,2019-08-13,13.07,52.56,28.81,10.19,38.17,10.04,0.54,8.19,9.89,1.5,3.75,66.0,Satisfactory
Mumbai,2019-08-14,15.06,61.4,27.53,12.45,39.97,10.91,0.57,8.64,10.8,1.25,3.75,69.0,Satisfactory
Mumbai,2019-08-15,11.75,47.84,23.11,10.33,33.42,10.23,0.53,9.53,12.32,1.3,3.75,70.0,Satisfactory
Mumbai,2019-08-16,11.89,51.78,21.54,9.91,31.39,8.81,0.52,9.55,12.81,1.14,3.75,60.0,Satisfactory
Mumbai,2019-08-17,13.3,64.05,17.68,9.24,26.81,8.8,0.52,7.74,13.62,1.3,3.75,67.0,Satisfactory
Mumbai,2019-08-18,11.37,52.68,20.6,8.69,29.22,8.62,0.55,7.38,11.22,1.59,3.75,65.0,Satisfactory
Mumbai,2019-08-19,11.44,53.12,23.24,9.8,32.29,10.27,0.54,8.07,10.44,2.04,3.75,67.0,Satisfactory
Mumbai,2019-08-20,13.78,63.94,25.29,11.11,35.44,8.67,0.51,8.9,10.72,1.63,3.75,73.0,Satisfactory
Mumbai,2019-08-21,15.77,53.39,21.95,11.06,32.19,5.67,0.52,8.59,11.15,1.69,3.75,68.0,Satisfactory
Mumbai,2019-08-22,12.96,53.14,22.39,10.74,32.56,7.52,0.55,9.01,10.33,1.68,3.75,62.0,Satisfactory
Mumbai,2019-08-23,16.01,52.92,23.11,11.58,34.04,12.92,0.6,9.56,9.38,2.93,3.75,64.0,Satisfactory
Mumbai,2019-08-24,18.56,49.36,18.39,10.06,27.72,12.42,0.58,9.6,11.89,1.81,3.75,62.0,Satisfactory
Mumbai,2019-08-25,12.37,47.31,24.17,11.86,35.08,12.82,0.69,11.14,8.11,2.95,3.75,66.0,Satisfactory
Mumbai,2019-08-26,14.76,59.08,24.26,11.3,34.95,15.1,0.64,12.3,8.62,2.71,3.75,73.0,Satisfactory
Mumbai,2019-08-27,13.53,55.06,22.73,10.38,32.22,14.52,0.35,11.97,10.51,2.24,3.75,64.0,Satisfactory
Mumbai,2019-08-28,12.75,45.0,18.89,9.91,28.73,19.5,0.46,11.47,9.27,2.68,3.75,53.0,Satisfactory
Mumbai,2019-08-29,13.24,46.32,22.52,10.03,32.28,15.95,0.66,11.13,8.93,2.43,3.75,57.0,Satisfactory
Mumbai,2019-08-30,11.17,39.63,27.41,10.86,37.62,16.12,0.67,10.95,7.12,2.08,3.75,62.0,Satisfactory
Mumbai,2019-08-31,11.53,42.24,23.87,11.28,34.6,15.21,0.63,11.18,8.93,1.55,3.75,62.0,Satisfactory
Mumbai,2019-09-01,9.75,32.99,25.25,10.74,35.69,11.7,0.65,11.02,10.84,1.49,3.75,62.0,Satisfactory
Mumbai,2019-09-02,12.12,41.22,24.24,9.33,32.13,9.82,0.71,10.89,8.56,1.83,3.75,67.0,Satisfactory
Mumbai,2019-09-03,6.72,21.31,22.59,11.46,33.25,11.08,0.64,10.98,9.87,1.39,3.75,60.0,Satisfactory
Mumbai,2019-09-04,7.68,20.72,16.94,12.01,28.84,12.63,0.62,11.23,9.36,1.14,3.75,54.0,Satisfactory
Mumbai,2019-09-05,5.68,20.38,13.76,10.54,24.08,12.98,0.6,11.37,10.26,1.28,3.75,49.0,Good
Mumbai,2019-09-06,7.6,29.36,12.54,10.81,23.05,11.7,0.57,10.93,9.62,1.06,3.75,47.0,Good
Mumbai,2019-09-07,10.71,34.27,13.36,11.97,24.75,10.07,0.62,11.08,9.12,1.24,3.75,49.0,Good
Mumbai,2019-09-08,8.69,29.63,13.52,13.69,26.66,9.0,0.67,11.81,12.28,1.11,3.75,51.0,Satisfactory
Mumbai,2019-09-09,12.07,46.77,14.4,12.67,26.77,9.16,0.57,12.02,9.24,1.22,3.75,54.0,Satisfactory
Mumbai,2019-09-10,13.89,51.1,10.6,12.29,22.61,9.89,0.39,11.8,10.38,1.18,3.75,54.0,Satisfactory
Mumbai,2019-09-11,14.62,47.04,20.44,13.79,33.46,10.31,0.52,12.02,7.52,1.27,3.75,55.0,Satisfactory
Mumbai,2019-09-12,10.93,41.79,13.61,12.54,23.65,10.26,0.44,11.38,7.84,1.29,3.75,55.0,Satisfactory
Mumbai,2019-09-13,12.93,39.62,24.34,13.82,38.08,11.37,0.54,12.0,7.08,1.3,3.75,53.0,Satisfactory
Mumbai,2019-09-14,13.24,54.5,17.51,12.13,29.52,11.01,0.46,11.58,9.01,1.13,3.75,60.0,Satisfactory
Mumbai,2019-09-15,10.85,32.85,18.68,17.71,35.25,9.14,0.62,11.31,12.04,1.12,3.75,57.0,Satisfactory
Mumbai,2019-09-16,11.95,45.25,31.62,13.78,44.35,19.52,0.57,12.4,7.17,1.25,3.75,65.0,Satisfactory
Mumbai,2019-09-17,16.24,43.48,31.84,12.93,44.44,15.38,0.59,11.46,8.24,1.11,3.75,64.0,Satisfactory
Mumbai,2019-09-18,17.95,42.66,36.78,17.44,52.32,14.89,0.8,12.06,7.93,1.36,3.75,80.0,Satisfactory
Mumbai,2019-09-19,21.73,38.49,15.81,30.97,46.79,13.33,0.83,11.61,18.46,1.44,3.75,83.0,Satisfactory
Mumbai,2019-09-20,14.94,34.2,17.92,21.94,39.84,17.44,0.75,10.98,10.91,1.65,3.75,73.0,Satisfactory
Mumbai,2019-09-21,12.09,33.0,20.6,16.97,37.44,15.24,0.47,8.75,11.09,2.07,3.75,57.0,Satisfactory
Mumbai,2019-09-22,15.09,44.55,15.96,15.95,31.9,12.04,0.45,6.85,11.12,2.98,3.75,56.0,Satisfactory
Mumbai,2019-09-23,18.6,57.85,20.12,13.64,33.08,13.89,0.55,7.6,8.68,2.6,3.75,64.0,Satisfactory
Mumbai,2019-09-24,15.04,59.47,21.42,12.38,32.84,11.16,0.57,7.4,9.33,3.68,3.75,67.0,Satisfactory
Mumbai,2019-09-25,16.9,37.22,20.46,22.09,42.0,11.57,0.67,7.63,10.74,2.99,3.75,64.0,Satisfactory
Mumbai,2019-09-26,17.28,39.46,22.87,19.61,41.89,19.44,0.67,7.97,10.72,3.29,3.75,70.0,Satisfactory
Mumbai,2019-09-27,8.39,22.71,15.69,12.29,27.95,14.47,0.39,7.44,10.11,2.41,3.75,49.0,Good
Mumbai,2019-09-28,8.32,27.38,18.67,10.2,28.84,16.88,0.28,7.82,7.38,2.92,3.75,40.0,Good
Mumbai,2019-09-29,9.62,32.07,17.97,9.67,27.5,12.28,0.28,8.2,7.3,2.55,3.75,42.0,Good
Mumbai,2019-09-30,8.33,26.16,21.75,9.8,31.46,12.68,0.32,8.42,6.25,2.81,3.75,41.0,Good
Mumbai,2019-10-01,10.46,42.8,25.55,8.67,33.31,12.79,0.35,8.4,6.29,1.95,3.75,50.0,Good
Mumbai,2019-10-02,16.15,56.33,28.85,11.75,39.43,14.04,0.47,8.57,8.0,2.56,3.75,64.0,Satisfactory
Mumbai,2019-10-03,17.62,52.25,27.17,14.41,40.88,13.22,0.66,8.76,8.22,2.01,3.75,68.0,Satisfactory
Mumbai,2019-10-04,24.77,64.32,24.94,18.88,42.97,13.33,0.71,9.19,10.65,2.11,3.75,72.0,Satisfactory
Mumbai,2019-10-05,32.11,74.94,30.47,23.52,52.77,17.09,1.19,9.91,15.35,2.48,3.75,96.0,Satisfactory
Mumbai,2019-10-06,35.13,77.75,27.92,27.19,53.84,14.61,0.83,11.47,27.28,2.67,3.75,99.0,Satisfactory
Mumbai,2019-10-07,45.48,88.32,17.51,26.69,42.85,14.0,0.84,10.13,26.16,2.47,3.75,93.0,Satisfactory
Mumbai,2019-10-08,54.08,99.28,11.83,26.33,36.78,12.48,1.45,10.18,27.71,2.49,3.75,112.0,Moderate
Mumbai,2019-10-09,21.6,49.28,17.6,27.88,45.09,13.27,1.02,10.08,20.53,2.33,3.75,90.0,Satisfactory
Mumbai,2019-10-10,39.03,81.82,22.43,33.69,55.32,13.7,0.89,11.46,24.9,2.62,3.75,89.0,Satisfactory
Mumbai,2019-10-11,39.11,77.93,16.68,34.85,51.5,19.65,1.12,11.26,30.85,3.98,3.75,118.0,Moderate
Mumbai,2019-10-12,49.37,103.99,23.95,32.46,56.41,15.3,0.83,12.09,32.79,3.8,3.75,110.0,Moderate
Mumbai,2019-10-13,42.92,88.36,19.99,30.6,50.59,13.69,1.54,12.81,27.03,3.05,3.75,112.0,Moderate
Mumbai,2019-10-14,55.33,112.01,21.2,32.7,53.9,14.9,0.98,13.2,25.92,4.25,3.75,117.0,Moderate
Mumbai,2019-10-15,50.61,111.2,21.49,33.54,55.03,14.75,1.15,14.05,26.74,3.22,3.75,116.0,Moderate
Mumbai,2019-10-16,49.19,118.26,22.95,35.06,57.99,15.33,1.24,14.7,29.97,3.14,3.75,121.0,Moderate
Mumbai,2019-10-17,56.89,126.82,18.2,34.5,52.69,15.51,1.22,13.74,38.93,3.16,3.75,135.0,Moderate
Mumbai,2019-10-18,62.55,129.06,31.34,35.88,67.0,18.73,1.19,13.29,13.21,4.54,3.75,135.0,Moderate
Mumbai,2019-10-19,28.56,48.57,34.93,24.93,59.86,19.56,1.08,11.67,8.47,4.52,3.75,99.0,Satisfactory
Mumbai,2019-10-20,15.09,29.91,26.82,21.0,46.26,21.13,1.19,11.06,8.69,4.25,3.75,86.0,Satisfactory
Mumbai,2019-10-21,17.75,41.34,20.91,20.24,39.17,19.3,1.03,10.82,15.31,4.92,3.75,81.0,Satisfactory
Mumbai,2019-10-22,17.92,44.55,19.12,22.87,40.4,15.09,1.04,10.54,15.92,5.61,3.75,76.0,Satisfactory
Mumbai,2019-10-23,17.85,41.64,39.34,18.52,55.43,16.18,0.89,11.87,7.6,6.3,3.75,72.0,Satisfactory
Mumbai,2019-10-24,30.71,72.1,41.44,24.2,63.53,17.51,1.04,12.45,8.38,6.06,3.75,87.0,Satisfactory
Mumbai,2019-10-25,20.04,46.59,24.72,23.05,47.77,16.19,0.93,10.47,6.84,4.28,3.75,82.0,Satisfactory
Mumbai,2019-10-26,25.58,57.91,35.65,18.86,54.15,15.37,0.91,9.45,8.26,5.53,3.75,69.0,Satisfactory
Mumbai,2019-10-27,39.09,76.14,38.01,15.53,52.34,19.28,0.93,9.28,11.02,6.71,3.75,105.0,Moderate
Mumbai,2019-10-28,53.5,91.27,23.72,17.36,40.97,17.58,0.68,9.61,13.97,6.46,3.75,92.0,Satisfactory
Mumbai,2019-10-29,56.28,102.53,21.95,25.2,46.88,14.21,0.67,13.83,20.94,6.53,3.75,113.0,Moderate
Mumbai,2019-10-30,40.81,84.5,19.68,25.09,44.63,13.88,0.83,13.26,16.87,5.47,3.75,97.0,Satisfactory
Mumbai,2019-10-31,25.37,77.85,23.35,26.43,49.77,14.51,0.8,14.56,11.5,5.92,3.75,81.0,Satisfactory
Mumbai,2019-11-01,16.55,57.59,20.48,25.78,44.17,14.82,0.65,14.62,13.02,4.59,3.75,77.0,Satisfactory
Mumbai,2019-11-02,11.99,39.96,18.12,23.12,41.17,16.57,0.64,14.22,9.88,5.09,3.75,57.0,Satisfactory
Mumbai,2019-11-03,20.09,62.74,25.17,23.86,48.84,17.7,0.72,15.36,10.7,5.97,3.75,71.0,Satisfactory
Mumbai,2019-11-04,28.41,66.83,21.88,26.02,47.57,13.52,0.84,13.21,16.42,5.52,3.75,78.0,Satisfactory
Mumbai,2019-11-05,36.96,76.94,12.57,30.58,42.93,14.93,0.85,15.39,22.29,5.24,3.75,79.0,Satisfactory
Mumbai,2019-11-06,52.87,101.96,25.56,37.21,62.77,15.25,1.01,12.45,20.34,5.41,3.75,105.0,Moderate
Mumbai,2019-11-07,19.26,52.22,9.35,20.79,30.05,13.56,0.61,9.31,13.36,5.55,3.75,84.0,Satisfactory
Mumbai,2019-11-08,12.19,41.81,13.33,22.57,35.9,11.76,0.61,8.53,15.25,5.65,3.75,57.0,Satisfactory
Mumbai,2019-11-09,27.12,73.34,18.64,31.47,50.12,13.91,0.8,8.97,14.44,6.41,3.75,82.0,Satisfactory
Mumbai,2019-11-10,49.51,98.73,26.17,30.33,56.49,13.09,1.02,9.21,21.17,5.78,3.75,97.0,Satisfactory
Mumbai,2019-11-11,57.72,106.42,18.86,39.04,57.85,13.54,1.12,10.26,26.65,5.62,3.75,108.0,Moderate
Mumbai,2019-11-12,69.7,132.42,23.32,42.53,65.85,15.99,1.21,12.41,32.22,4.81,3.75,134.0,Moderate
Mumbai,2019-11-13,64.9,122.75,19.44,47.12,66.57,17.01,1.03,9.55,28.58,5.17,3.75,140.0,Moderate
Mumbai,2019-11-14,62.54,123.27,17.52,45.44,62.96,17.78,0.79,11.34,31.66,5.47,3.75,128.0,Moderate
Mumbai,2019-11-15,69.75,128.01,17.47,48.03,65.5,18.87,0.88,10.86,29.62,5.17,3.75,131.0,Moderate
Mumbai,2019-11-16,77.05,135.69,15.82,42.82,58.64,19.51,0.86,15.39,31.08,4.55,3.75,149.0,Moderate
Mumbai,2019-11-17,70.89,123.26,15.95,35.4,51.35,17.79,0.93,21.01,28.13,5.93,3.75,149.0,Moderate
Mumbai,2019-11-18,72.13,125.42,10.68,41.1,51.78,16.91,0.89,14.91,40.98,5.54,3.75,140.0,Moderate
Mumbai,2019-11-19,90.92,163.46,23.24,52.54,75.78,16.51,1.17,10.58,33.36,7.12,3.75,184.0,Moderate
Mumbai,2019-11-20,91.86,171.91,29.09,51.64,80.72,19.47,1.22,10.92,33.38,7.07,3.75,209.0,Poor
Mumbai,2019-11-21,92.37,167.92,23.58,49.5,73.07,20.64,1.16,11.59,29.5,5.79,3.75,209.0,Poor
Mumbai,2019-11-22,87.03,163.02,22.99,47.1,70.08,19.7,1.07,17.75,31.78,6.81,3.75,208.0,Poor
Mumbai,2019-11-23,82.21,154.89,25.47,42.15,67.69,18.22,1.08,16.27,28.57,7.37,3.75,184.0,Moderate
Mumbai,2019-11-24,82.78,149.57,17.24,41.2,58.43,16.35,0.98,15.66,40.96,7.02,3.75,176.0,Moderate
Mumbai,2019-11-25,89.06,159.83,20.65,44.9,65.55,16.88,1.06,13.78,36.41,6.87,3.75,190.0,Moderate
Mumbai,2019-11-26,83.45,158.37,28.52,47.23,75.75,16.93,1.07,17.3,39.16,9.84,3.75,193.0,Moderate
Mumbai,2019-11-27,73.81,143.06,33.12,40.31,73.44,17.02,0.94,16.55,23.19,8.81,3.75,173.0,Moderate
Mumbai,2019-11-28,71.95,142.88,23.35,49.86,73.14,19.14,1.1,17.73,35.46,7.86,3.75,146.0,Moderate
Mumbai,2019-11-29,81.38,148.72,32.36,43.02,75.1,19.31,1.21,16.65,28.14,8.39,3.75,163.0,Moderate
Mumbai,2019-11-30,87.36,158.29,22.47,44.13,65.12,18.8,1.05,17.05,31.04,8.7,3.75,186.0,Moderate
Mumbai,2019-12-01,94.89,168.1,34.82,40.69,75.49,18.47,1.27,16.74,27.11,8.78,3.75,212.0,Poor
Mumbai,2019-12-02,64.67,120.78,17.63,36.01,53.64,17.11,1.02,14.84,29.09,7.7,3.75,174.0,Moderate
Mumbai,2019-12-03,39.87,98.1,25.44,33.4,58.85,18.28,0.93,14.4,20.33,7.23,3.75,115.0,Moderate
Mumbai,2019-12-04,49.87,109.16,22.61,33.59,56.18,18.07,0.89,10.19,25.2,6.39,3.75,99.0,Satisfactory
Mumbai,2019-12-05,65.29,121.72,23.97,36.28,59.59,34.63,1.01,9.91,19.03,6.79,3.75,111.0,Moderate
Mumbai,2019-12-06,83.28,149.35,21.27,37.76,57.07,21.47,1.0,11.19,25.39,6.06,3.75,180.0,Moderate
Mumbai,2019-12-07,70.54,140.48,22.79,42.12,63.02,19.52,0.96,10.58,33.03,8.39,3.75,154.0,Moderate
Mumbai,2019-12-08,88.13,157.73,16.35,43.61,58.8,18.82,1.05,11.77,39.85,6.71,3.75,174.0,Moderate
Mumbai,2019-12-09,82.73,147.34,20.08,42.56,60.95,18.14,1.14,12.12,37.94,6.93,3.75,205.0,Poor
Mumbai,2019-12-10,82.73,150.62,23.16,46.79,68.58,20.61,1.22,13.51,37.99,7.25,3.75,171.0,Moderate
Mumbai,2019-12-11,95.77,169.34,28.29,44.51,71.52,21.34,1.29,14.82,28.02,7.84,3.75,198.0,Moderate
